Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / Australia,Price / Australia,Compare At Price / Australia,Included / Austria,Price / Austria,Compare At Price / Austria,Included / Belgium,Price / Belgium,Compare At Price / Belgium,Included / Canada,Price / Canada,Compare At Price / Canada,Included / China,Price / China,Compare At Price / China,Included / Denmark,Price / Denmark,Compare At Price / Denmark,Included / France,Price / France,Compare At Price / France,Included / Germany,Price / Germany,Compare At Price / Germany,Included / Hong Kong SAR,Price / Hong Kong SAR,Compare At Price / Hong Kong SAR,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Included / Ireland,Price / Ireland,Compare At Price / Ireland,Included / Israel,Price / Israel,Compare At Price / Israel,Included / Italy,Price / Italy,Compare At Price / Italy,Included / Japan,Price / Japan,Compare At Price / Japan,Included / Lebanon,Price / Lebanon,Compare At Price / Lebanon,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Included / Netherlands,Price / Netherlands,Compare At Price / Netherlands,Included / New Zealand,Price / New Zealand,Compare At Price / New Zealand,Included / Norway,Price / Norway,Compare At Price / Norway,Included / Saudi Arabia,Price / Saudi Arabia,Compare At Price / Saudi Arabia,Included / Singapore,Price / Singapore,Compare At Price / Singapore,Included / South Korea,Price / South Korea,Compare At Price / South Korea,Included / Spain,Price / Spain,Compare At Price / Spain,Included / Sweden,Price / Sweden,Compare At Price / Sweden,Included / Switzerland,Price / Switzerland,Compare At Price / Switzerland,Included / Taiwan,Price / Taiwan,Compare At Price / Taiwan,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
wild-diva-lace-up-faux-fur-platform-snow-boots-in-silver,,,,,,,,,Silver,,8,,,'101300367184332,992.00651319,shopify,deny,manual,38.00,,true,true,'101300367184332,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/4f45d8f37f334b8487c4a8597c6df450-Max.jpg?v=1674862709,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/daa8aac3e43a494ea6646b138c045cf7-Max.jpg?v=1674862023,lb,,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wild-diva-lace-up-faux-fur-platform-snow-boots-in-silver,,,,,,,,,Silver,,8.5,,,'101300367188253,992.00651319,shopify,deny,manual,38.00,,true,true,'101300367188253,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/e3677bac4f894b2e98377f1a54c8ff63-Max.jpg?v=1674862709,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/daa8aac3e43a494ea6646b138c045cf7-Max.jpg?v=1674862023,lb,,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wild-diva-lace-up-faux-fur-platform-snow-boots-in-silver,,,,,,,,,Silver,,9,,,'101300367188922,992.00651319,shopify,deny,manual,38.00,,true,true,'101300367188922,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/daa8aac3e43a494ea6646b138c045cf7-Max.jpg?v=1674862023,lb,,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wild-diva-lace-up-faux-fur-platform-snow-boots-in-silver,,,,,,,,,Silver,,10,,,'101300367189200,992.00651319,shopify,deny,manual,38.00,,true,true,'101300367189200,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/daa8aac3e43a494ea6646b138c045cf7-Max.jpg?v=1674862023,lb,,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-blue-denim,Forever Link Rhinestone Cowboy Booties in Blue Denim,"<p>These booties are made for the most stylish women, who like to be comfortable and fashionable at the same time. Featuring a pointed toe with rhinestone details and block heels, these cowboy boots will give you an edge without sacrificing style.</p><ul>
<li>Picture style: Studio, flat lay</li>
<li>Pattern type: Solid</li>
<li>Type: Booties</li>
<li>Toe: Point toe</li>
<li>Heel height: Mid heels</li>
<li>Heel shape: Block heels</li>
<li>Material:</li>
</ul><p style=""padding-left: 40px;"">Upper: Faux leather</p><p style=""padding-left: 40px;"">Lining/insole: Faux leather</p><p style=""padding-left: 40px;"">Outsole: TPR</p><ul>
<li>Imported</li>
<li>Product measurements:</li>
</ul><p style=""padding-left: 40px;"">Heel height: 3 in</p><p style=""padding-left: 40px;"">Leg circumference: 11 in</p><p>At Forever Link, we are proud to present the latest shoes trends and styles for all ages. Footwear is one of our daily essentials and we are here to ensure high quality, comfortable and affordable products. We are inspired by beautiful fashion and our great variety of shoe selections will save you from what-to-wear moments; Forever Link is here with you every step!</p>",Trendsi,,"","Forever Link, Ship from USA",true,Color,Blue Denim,Size,6,,,'101300830408970,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300830408970,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/498be7b62c4345f0842d981808d2386e-Max.jpg?v=1674862010,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/498be7b62c4345f0842d981808d2386e-Max.jpg?v=1674862010,lb,,27.55,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
forever-link-rhinestone-cowboy-booties-in-blue-denim,,,,,,,,,Blue Denim,,6.5,,,'101300830405148,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300830405148,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/0ab5188d177140e0a47e4a08f2797863-Max.jpg?v=1674862010,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/498be7b62c4345f0842d981808d2386e-Max.jpg?v=1674862010,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-blue-denim,,,,,,,,,Blue Denim,,7,,,'101300830409574,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300830409574,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/d80705af5b524ac39d13daee0a740f4c-Max.jpg?v=1674862028,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/498be7b62c4345f0842d981808d2386e-Max.jpg?v=1674862010,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-blue-denim,,,,,,,,,Blue Denim,,7.5,,,'101300830407461,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300830407461,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/82dd08fef24a4f1382f4c87269f55974-Max.jpg?v=1674862028,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/498be7b62c4345f0842d981808d2386e-Max.jpg?v=1674862010,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-blue-denim,,,,,,,,,Blue Denim,,8,,,'101300830409867,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300830409867,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/8de8015d11cb4747a68ba76cc447c70b-Max.jpg?v=1674862028,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/498be7b62c4345f0842d981808d2386e-Max.jpg?v=1674862010,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-blue-denim,,,,,,,,,Blue Denim,,8.5,,,'101300830400162,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300830400162,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/bb7d1bd5447f4f3893be229e38d240c0-Max.jpg?v=1674862028,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/498be7b62c4345f0842d981808d2386e-Max.jpg?v=1674862010,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-blue-denim,,,,,,,,,Blue Denim,,9,,,'101300830408886,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300830408886,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/b6886a8e2f93424198ca21c53b6be185-Max.jpg?v=1674862028,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/498be7b62c4345f0842d981808d2386e-Max.jpg?v=1674862010,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-blue-denim,,,,,,,,,Blue Denim,,10,,,'101300830400022,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300830400022,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/498be7b62c4345f0842d981808d2386e-Max.jpg?v=1674862010,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-brown,Forever Link Rhinestone Cowboy Booties in Brown,"<p>These booties are made for the most stylish women, who like to be comfortable and fashionable at the same time. Featuring a pointed toe with rhinestone details and block heels, these cowboy boots will give you an edge without sacrificing style.</p><ul>
<li>Picture style: Studio, flat lay</li>
<li>Pattern type: Solid</li>
<li>Type: Booties</li>
<li>Toe: Point toe</li>
<li>Heel height: Mid heels</li>
<li>Heel shape: Block heels</li>
<li>Material:</li>
</ul><p style=""padding-left: 40px;"">Upper: Faux leather</p><p style=""padding-left: 40px;"">Lining/insole: Faux leather</p><p style=""padding-left: 40px;"">Outsole: TPR</p><ul>
<li>Imported</li>
<li>Product measurements:</li>
</ul><p style=""padding-left: 40px;"">Heel height: 3 in</p><p style=""padding-left: 40px;"">Leg circumference: 11 in</p><p>At Forever Link, we are proud to present the latest shoes trends and styles for all ages. Footwear is one of our daily essentials and we are here to ensure high quality, comfortable and affordable products. We are inspired by beautiful fashion and our great variety of shoe selections will save you from what-to-wear moments; Forever Link is here with you every step!</p>",Trendsi,,"","Forever Link, Ship from USA",false,Color,Brown,Size,6,,,'101300795060856,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300795060856,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/c13ca87ee69b4e74a752ed2517815406-Max.jpg?v=1674861994,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/c13ca87ee69b4e74a752ed2517815406-Max.jpg?v=1674861994,lb,,27.55,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
forever-link-rhinestone-cowboy-booties-in-brown,,,,,,,,,Brown,,6.5,,,'101300795066552,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300795066552,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/2986a11980834f5aa7ca950e66b5bbf0-Max.jpg?v=1674861994,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/c13ca87ee69b4e74a752ed2517815406-Max.jpg?v=1674861994,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-brown,,,,,,,,,Brown,,7,,,'101300795064180,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300795064180,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/1394eaba559c454fa2b03f21915cdc85-Max.jpg?v=1674862679,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/c13ca87ee69b4e74a752ed2517815406-Max.jpg?v=1674861994,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-brown,,,,,,,,,Brown,,7.5,,,'101300795064522,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300795064522,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/dfa53465e37e4bc98221e41565ac3f4e-Max.jpg?v=1674862679,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/c13ca87ee69b4e74a752ed2517815406-Max.jpg?v=1674861994,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-brown,,,,,,,,,Brown,,8,,,'101300795066568,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300795066568,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/31b55e100b074c79a7b3fbec0c332fab-Max.jpg?v=1674862679,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/c13ca87ee69b4e74a752ed2517815406-Max.jpg?v=1674861994,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-brown,,,,,,,,,Brown,,8.5,,,'101300795061286,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300795061286,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/b8cf8880d482442d86f1c4bbdb5bfeb5-Max.jpg?v=1674862679,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/c13ca87ee69b4e74a752ed2517815406-Max.jpg?v=1674861994,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-brown,,,,,,,,,Brown,,9,,,'101300795065533,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300795065533,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/2ca5d4b57d4646c9b0c0eb48a8d0fe63-Max.jpg?v=1674862679,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/c13ca87ee69b4e74a752ed2517815406-Max.jpg?v=1674861994,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-brown,,,,,,,,,Brown,,10,,,'101300795065808,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300795065808,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/c13ca87ee69b4e74a752ed2517815406-Max.jpg?v=1674861994,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-silver,Forever Link Rhinestone Cowboy Booties in Silver,"<p>These booties are made for the most stylish women, who like to be comfortable and fashionable at the same time. Featuring a pointed toe with rhinestone details and block heel, these cowboy boots will give you an edge without sacrificing style.</p><ul>
<li>Picture style: Studio</li>
<li>Pattern type: Solid</li>
<li>Type: Booties</li>
<li>Toe: Point toe</li>
<li>Heel height: Mid heels</li>
<li>Heel shape: Block heels</li>
<li>Material:</li>
</ul><p style=""padding-left: 40px;"">Upper: Faux leather</p><p style=""padding-left: 40px;"">Lining/insole: Faux leather</p><p style=""padding-left: 40px;"">Outsole: TPR</p><ul>
<li>Imported</li>
<li>Product measurements:</li>
</ul><p style=""padding-left: 40px;"">Heel height: 3 in</p><p style=""padding-left: 40px;"">Leg circumference: 11 in</p><p>At Forever Link, we are proud to present the latest shoes trends and styles for all ages. Footwear is one of our daily essentials and we are here to ensure high quality, comfortable and affordable products. We are inspired by beautiful fashion and our great variety of shoe selections will save you from what-to-wear moments; Forever Link is here with you every step!</p>",Trendsi,,"","Forever Link, Ship from USA",true,Color,Silver,Size,6,,,'101300175903149,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300175903149,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6413ad03c1354048992223fefc5cd0c9-Max.jpg?v=1674861981,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6413ad03c1354048992223fefc5cd0c9-Max.jpg?v=1674861981,lb,,27.55,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
forever-link-rhinestone-cowboy-booties-in-silver,,,,,,,,,Silver,,6.5,,,'101300175908629,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300175908629,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/0e8b15f4bf0944c3a5ca2e8a8576ba4d-Max.jpg?v=1674861981,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6413ad03c1354048992223fefc5cd0c9-Max.jpg?v=1674861981,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-silver,,,,,,,,,Silver,,7,,,'101300175902884,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300175902884,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/fb66631f061e411185a7ac95147374f1-Max.jpg?v=1674861991,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6413ad03c1354048992223fefc5cd0c9-Max.jpg?v=1674861981,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-silver,,,,,,,,,Silver,,7.5,,,'101300175909301,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300175909301,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/8bb99665e9f64ba5994b8ba1e732327c-Max.jpg?v=1674861991,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6413ad03c1354048992223fefc5cd0c9-Max.jpg?v=1674861981,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-silver,,,,,,,,,Silver,,8,,,'101300175903994,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300175903994,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/70ce17fe73c14050a0b97246ec95ce24-Max.jpg?v=1674861991,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6413ad03c1354048992223fefc5cd0c9-Max.jpg?v=1674861981,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-silver,,,,,,,,,Silver,,8.5,,,'101300175901199,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300175901199,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/e619c130d174452891e62b4320ef9839-Max.jpg?v=1674861991,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6413ad03c1354048992223fefc5cd0c9-Max.jpg?v=1674861981,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-silver,,,,,,,,,Silver,,9,,,'101300175900724,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300175900724,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6413ad03c1354048992223fefc5cd0c9-Max.jpg?v=1674861981,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-link-rhinestone-cowboy-booties-in-silver,,,,,,,,,Silver,,10,,,'101300175904295,1050.020977313,shopify,deny,manual,54.00,,true,true,'101300175904295,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/6413ad03c1354048992223fefc5cd0c9-Max.jpg?v=1674861981,lb,,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wild-diva-rhinestone-buckle-closure-flats,WILD DIVA Rhinestone Buckle Closure Flats,"<p>Treat your feet to these comfortable, everyday flats. The rhinestone buckle closure adds a touch of sparkle to your look.</p><ul>
<li>Picture style: Studio</li>
<li>Pattern type: Solid</li>
<li>Type: Flats</li>
<li>Toe: Point toe</li>
<li>Heel height: Flats</li>
<li>Heel shape: Flats</li>
<li>Material:</li>
</ul><p style=""padding-left: 40px;"">Upper: Faux suede leather</p><p style=""padding-left: 40px;"">Lining/insole: Faux leather</p><p style=""padding-left: 40px;"">Outsole: TPR</p><ul><li>Imported</li></ul><p>Wild Diva is a renowned footwear brand that ensures that you have the best-dressed feet in the world with our extensive collection of shoes that are easy on feet and easy on the eyes. It is a branched out division of the pioneer ‘Legend Footwear Inc.’ Thus, we bring you identical quality, yet distinguishable taste and style for footwear.</p>",Trendsi,,"","Ship from USA, WILD DIVA",false,Color,Black,Size,6,,,'101300474573490,454.000603133,shopify,deny,manual,14.00,,true,true,'101300474573490,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/f23f595823c54de0aded9fb872714b48-Max.jpg?v=1674861968,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/f23f595823c54de0aded9fb872714b48-Max.jpg?v=1674861968,lb,,7.28,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
wild-diva-rhinestone-buckle-closure-flats,,,,,,,,,Black,,7,,,'101300474576383,454.000603133,shopify,deny,manual,14.00,,true,true,'101300474576383,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/a95c7ef6fcfd47ddb63107a91a6471e1-Max.jpg?v=1674861968,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/f23f595823c54de0aded9fb872714b48-Max.jpg?v=1674861968,lb,,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wild-diva-rhinestone-buckle-closure-flats,,,,,,,,,Black,,8,,,'101300474576607,454.000603133,shopify,deny,manual,14.00,,true,true,'101300474576607,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/de39fe3edf1b4e58bcd1298269a3325b-Max.jpg?v=1674862636,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/f23f595823c54de0aded9fb872714b48-Max.jpg?v=1674861968,lb,,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wild-diva-rhinestone-buckle-closure-flats,,,,,,,,,Black,,9,,,'101300474572369,454.000603133,shopify,deny,manual,14.00,,true,true,'101300474572369,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/e535ef15e08d4123a97c4a45c2db17b9-Max.jpg?v=1674862636,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/f23f595823c54de0aded9fb872714b48-Max.jpg?v=1674861968,lb,,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wild-diva-rhinestone-buckle-closure-flats,,,,,,,,,Black,,10,,,'101300474572397,454.000603133,shopify,deny,manual,14.00,,true,true,'101300474572397,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/fd1af99ce1d346698ce7fc3af0fb7c70-Max.jpg?v=1674862636,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0713/0123/5004/products/f23f595823c54de0aded9fb872714b48-Max.jpg?v=1674861968,lb,,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
